Location,Region,District,Street,Price,Views,Area,Rooms,Floors,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Price_sqm,Error,Floor,Storeys,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,3700.0,1851,1000,7,3,3,Other,2.8,Good,31.03.2021,16.06.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/house-for-rent/Vahakni+District/Vahagni+district/Yerevan/108875,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, N. Zaryan St",Yerevan, Arabkir, N. Zaryan St,3500.0,1840,1030,4,2,3,Monolit,3.0,Newly repaired,23.03.2021,04.06.2021,08.05.2022,40.2042115,44.5236155,"Makkony busines centre, 73, Նաիրի Զարյան փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation",https://myrealty.am/en/new-build-house-for-rent/N.+Zaryan+St/Arabkir/Yerevan/108576,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Tairov St",Yerevan, Center, Tairov St,5000.0,1812,700,6,3,3,Stone,3.0,Newly repaired,23.03.2021,27.04.2021,08.05.2022,40.171806,44.4985842,"14, Թաիրովի փողոց, Նորագյուղ, Կենտրոն, Երևան, 0082, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Closetothebusstation",https://myrealty.am/en/new-build-house-for-rent/Tairov+St/Center/Yerevan/108562,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Davtashen, Davtashen 10 St",Yerevan, Davtashen, Davtashen 10 St,4000.0,1958,1492,6,3,4,Monolit,3.0,Newly repaired,23.03.2021,20.08.2021,08.05.2022,40.2096008,44.4933737,"Դավթաշենի կամուրջ, Դավթաշեն, Երևան, 0012, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation",https://myrealty.am/en/new-build-house-for-rent/Davtashen+10+St/Davtashen/Yerevan/108561,0,,0,,,for rent,house,bars.am,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Hovsep Emin St",Yerevan, Arabkir, Hovsep Emin St,438.0,1969,120,4,3,2,Stone,2.8,Good,22.03.2021,22.03.2021,08.05.2022,40.2047514,44.4916331,"7, Հովսեփ Էմինի փողոց, Արաբկիր, Երևան, 0033, Հայաստան","Heating,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Sunny",https://myrealty.am/en/house-for-rent/Hovsep+Emin+St/Arabkir/Yerevan/108549,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Vahagni district, Araler st",Yerevan, Vahagni district, Araler st,2200.0,1685,1600,6,2,2,Stone,3.0,Newly repaired,20.03.2021,14.10.2021,08.05.2022,40.220435,44.457267,"Արարատ Վալի քանթրի քլաբ, Աշտարակի խճուղի, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation",https://myrealty.am/en/house-for-rent/Araler+st/Vahagni+district/Yerevan/108475,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Ghapantsian St",Yerevan, Arabkir, Ghapantsian St,1500.0,620,250,6,2,2,Stone,3.0,Newly repaired,17.03.2021,04.01.2022,08.05.2022,40.2193467,44.5249737,"5/6, Ղափանցյան փողոց, Արաբկիր, Երևան, 0021, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony",https://myrealty.am/en/house-for-rent/Ghapantsian+St/Arabkir/Yerevan/117700,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, Griboedov St",Yerevan, Arabkir, Griboedov St,1500.0,1611,288,5,2,2,Stone,3.0,Newly repaired,17.03.2021,06.04.2021,08.05.2022,40.2049987,44.5134103,"1, Գրիբոյեդով փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Closetothebusstation,Playground",https://myrealty.am/en/house-for-rent/Griboedov+St/Arabkir/Yerevan/109173,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,8000.0,1910,1450,6,4,5,Monolit,3.0,Newly repaired,15.03.2021,27.04.2021,08.05.2022,40.1968163,44.5087762,"""Yerevan Residence"", 186/11, Վերին Անտառային փողոց, Երևան, 0077, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Securitysystem,Swimmingpool,Sunny,View,Roadside,Closetothebusstation,Parking,Park,Fence",https://myrealty.am/en/new-build-house-for-rent/Antarayin+St/Center/Yerevan/108323,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1
"Yerevan, Vahagni district, Arpa",Yerevan, Vahagni district, Arpa,3000.0,2200,1020,6,3,3,Stone,3.0,Newly repaired,15.03.2021,01.07.2021,08.05.2022,40.220435,44.457267,"Արարատ Վալի քանթրի քլաբ, Աշտարակի խճուղի, Աջափնյակ, Երևան, 0088, Հայաստան","Electricity,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Sunny,View,Closetothebusstation",https://myrealty.am/en/house-for-rent/Arpa/Vahagni+district/Yerevan/108322,0,,0,,,for rent,house,bars.am,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Qanaqer-Zeytun, Gogol St",Yerevan, Qanaqer-Zeytun, Gogol St,1000.0,2216,300,7,2,2,Stone,3.2,Good,05.03.2021,05.03.2021,08.05.2022,40.19863853,44.54581725,"33, Գոգոլի փողոց, Քանաքեռ-Զեյթուն, Երևան, 0035, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Grating,Irondoor,Loggia,Openbalcony,Storageroom,Basement,Tile,Laminateflooring,Parquet,Heatedfloor,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Buildingexistence,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-rent/Gogol+St/Qanaqer-Zeytun/Yerevan/108051,0,,0,,,for rent,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
"Yerevan, Center, Sarmen St",Yerevan, Center, Sarmen St,2500.0,2179,100,7,3,3,Stone,2.8,Good,04.03.2021,04.03.2021,08.05.2022,40.1910308,44.5161536,"18, Սարմենի փողոց, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Heater,Eurowindows,Grating,Irondoor,Openbalcony,Storageroom,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Garage,Park,Gate,Highfirstfloor",https://myrealty.am/en/house-for-rent/Sarmen+St/Center/Yerevan/108009,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
"Yerevan, Norq Marash, Norq 2 St",Yerevan, Norq Marash, Norq 2 St,3000.0,2458,1500,7,3,5,Monolit,3.0,Newly repaired,04.03.2021,27.04.2021,08.05.2022,40.1896809,44.5355154,"303/10, Նորքի Այգիներ փողոց, Նորք Մարաշ, Երևան, 0011, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water","Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation",https://myrealty.am/en/new-build-house-for-rent/Norq+2+St/Norq+Marash/Yerevan/107999,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Avan, Duryan disrtict",Yerevan, Avan, Duryan disrtict,700.0,1709,500,5,2,2,Stone,3.0,Newly repaired,23.02.2021,22.04.2021,08.05.2022,40.17913618,44.54876768,"5/3, Նորքի 17-րդ փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Grating,Irondoor,Openbalcony,Balcony,Storageroom,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Garage,Park,Gate,Fence",https://myrealty.am/en/house-for-rent/Duryan+disrtict/Avan/Yerevan/107683,0,,0,,,for rent,house,myrealty.am,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
"Yerevan, Arabkir, Aygedzor St",Yerevan, Arabkir, Aygedzor St,3000.0,1680,380,4,3,1,Stone,2.8,Newly repaired,19.02.2021,19.02.2021,08.05.2022,40.1910676,44.5025969,"3/1, Այգեձորի փողոց, Արաբկիր, Երևան, 0019, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water","Furniture,Equipment",https://myrealty.am/en/house-for-rent/Aygedzor+St/Arabkir/Yerevan/107542,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Shengavit, N. Shengavit 9 St",Yerevan, Shengavit, N. Shengavit 9 St,1200.0,1554,716,7,2,1,Stone,3.2,Newly repaired,16.02.2021,25.04.2021,08.05.2022,40.1438681,44.4817381,"Tntesakan, Տարոնցի փողոց 3-րդ նրբ, Ներքին Շենգավիթ, Շենգավիթ, Երևան, 0074, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Parquet,Sunny,Roadside,Closetothebusstation",https://myrealty.am/en/house-for-rent/N.+Shengavit+9+St/Shengavit/Yerevan/109522,0,,0,,,for rent,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
"Yerevan, Davtashen, Tigran Petrosyan St",Yerevan, Davtashen, Tigran Petrosyan St,3000.0,1847,1200,4,1,2,Monolit,3.0,Newly repaired,16.02.2021,26.05.2021,08.05.2022,40.2191746,44.4906607,"Nor Tun, 18/3, Տիգրան Պետրոսյանի փողոց, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Heater,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Attic,Basement,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Buildingexistence,Gate,Fence,Highfirstfloor,Sauna",https://myrealty.am/en/new-build-house-for-rent/Tigran+Petrosyan+St/Davtashen/Yerevan/107391,0,,0,,,for rent,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Yerevan, Norq Marash, Armenak Armenakyan St",Yerevan, Norq Marash, Armenak Armenakyan St,4500.0,2448,800,5,3,4,Monolit,3.0,Newly repaired,04.02.2021,04.02.2021,08.05.2022,40.1899659,44.5317268,"2/4, Արմենակ Արմենակյան փողոց, Նորք Մարաշ, Երևան, 0025, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Heatedfloor,Sunny,View,Bilateral,Closetothebusstation,Garage,Playground,Park,Gate,Fence",https://myrealty.am/en/new-build-house-for-rent/Armenak+Armenakyan+St/Norq+Marash/Yerevan/106968,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Norq Marash, Armenak Armenakyan St",Yerevan, Norq Marash, Armenak Armenakyan St,4500.0,1951,270,5,3,4,Monolit,3.0,Newly repaired,03.02.2021,26.05.2021,08.05.2022,40.1899659,44.5317268,"2/4, Արմենակ Արմենակյան փողոց, Նորք Մարաշ, Երևան, 0025, Հայաստան","Heating,Internet,Hotwater,Irrigation,Electricity,Air-conditioner,Gas,Water,water24/7","Eurowindows,Grating,Irondoor,Openbalcony,Storageroom,Basement,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Gym,Sunny,View,Bilateral,Garage,Playground,Park,Gate,Fence,Sauna",https://myrealty.am/en/new-build-house-for-rent/Armenak+Armenakyan+St/Norq+Marash/Yerevan/107206,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1
"Yerevan, Vahagni district, Sevak st",Yerevan, Vahagni district, Sevak st,1200.0,2182,250,5,3,3,Stone,3.0,Newly repaired,27.01.2021,27.01.2021,08.05.2022,40.2206937,44.4570326,"7, Աշտարակի խճուղի, Աջափնյակ, Երևան, 0088, Հայաստան","Electricity,water24/7,Water","Eurowindows,Parquet,Sunny,View,Closetothebusstation",https://myrealty.am/en/house-for-rent/Sevak+st/Vahagni+district/Yerevan/106727,0,,0,,,for rent,house,bars.am,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Yerevan, Erebuni, Nor Aresh 15 St",Yerevan, Erebuni, Nor Aresh 15 St,2500.0,1523,700,6,3,3,Stone,2.8,Newly repaired,27.01.2021,22.04.2021,08.05.2022,40.1390759,44.5147777,"9, Նոր Արեշի 15-րդ փողոց, Էրեբունի, Երևան, 0041, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/house-for-rent/Nor+Aresh+15+St/Erebuni/Yerevan/109669,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Aygestan St",Yerevan, Center, Aygestan St,285.0,2714,52,2,1,1,Stone,2.8,Newly repaired,23.01.2021,23.01.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Roadside",https://myrealty.am/en/house-for-rent/Aygestan+St/Center/Yerevan/106624,0,,0,,,for rent,house,bars.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Yerevan, Norq Marash, Armenak Armenakyan St",Yerevan, Norq Marash, Armenak Armenakyan St,3500.0,1367,1580,7,2,5,Other,3.0,Newly repaired,23.01.2021,23.01.2021,08.05.2022,40.1873862,44.5306145,"91, Արմենակ Արմենակյան փողոց, Նորք Մարաշ, Երևան, 0025, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Parking,Park",https://myrealty.am/en/new-build-house-for-rent/Armenak+Armenakyan+St/Norq+Marash/Yerevan/106603,0,,0,,,for rent,house,myrealty.am,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1
"Yerevan, Arabkir, Sevastopolyan St",Yerevan, Arabkir, Sevastopolyan St,5000.0,2486,350,5,2,4,Monolit,3.2,Newly repaired,23.01.2021,20.08.2021,08.05.2022,40.1950322,44.485961,"28, Սևաստոպոլյան փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Openbalcony,Storageroom,Basement,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Park,Gate,Fence",https://myrealty.am/en/new-build-house-for-rent/Sevastopolyan+St/Arabkir/Yerevan/106598,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1
"Yerevan, Center, Chkalov street",Yerevan, Center, Chkalov street,2500.0,12812,1100,4,4,2,Monolit,3.0,Newly repaired,12.05.2016,23.12.2019,08.05.2022,40.1792461,44.5095374,"2b, Զաքյան փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Swimmingpool,Sunny,Garage",https://myrealty.am/en/new-build-house-for-rent/Chkalov+street/Center/Yerevan/21542,0,,0,,,for rent,house,myrealty.am,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"Yerevan, Nor Norq, Jrvej district",Yerevan, Nor Norq, Jrvej district,1400.0,7938,400,4,1,1,Stone,2.8,Newly repaired,10.05.2016,23.12.2019,08.05.2022,40.1848526,44.5981861,"62, Ջրվեժի 13֊րդ փողոց, Ջրվեժ, Գառնու տարածաշրջան, Կոտայքի մարզ, 0089, Հայաստան","Internet,Air-conditioner,Centralheating,Heating,Gas,Hotwater","Furniture,Equipment,Openbalcony,Eurowindows,Tile,Sunny,View,Closetothebusstation",https://myrealty.am/en/house-for-rent/Jrvej+district/Nor+Norq/Yerevan/21410,0,,0,,,for rent,house,myrealty.am,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Keri St",Yerevan, Arabkir, Keri St,1800.0,5992,300,4,2,3,Stone,3.2,Newly repaired,06.05.2016,23.12.2019,08.05.2022,40.2006857,44.4870392,"49, Քեռու փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Balcony,Tile,Parquet,Securitysystem,Swimmingpool,Sunny,View,Roadside,Closetothebusstation,Garage,Playground,Park,Fence",https://myrealty.am/en/house-for-rent/Keri+St/Arabkir/Yerevan/21346,0,,0,,,for rent,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1
"Yerevan, Arabkir, Sundukyan St",Yerevan, Arabkir, Sundukyan St,6000.0,5391,500,4,4,3,Stone,3.2,Newly repaired,06.05.2016,23.12.2019,08.05.2022,40.1990866,44.4995078,"15/4, Սունդուկյան փողոց, Արաբկիր, Երևան, 0033, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Grating,Irondoor,Openbalcony,Balcony,Basement,Tile,Laminateflooring,Parquet,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Garage,Gate",https://myrealty.am/en/house-for-rent/Sundukyan+St/Arabkir/Yerevan/21331,0,,0,,,for rent,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1
"Yerevan, Avan, Tsarav Aghbyur St",Yerevan, Avan, Tsarav Aghbyur St,1600.0,7050,800,4,2,2,Other,2.8,Good,05.05.2016,08.07.2019,08.05.2022,40.2158746,44.5565458,"141, Ծարավ Աղբյուրի փողոց, Ավան, Երևան, 0040, Հայաստան","Water,water24/7,Electricity,Internet,Hotwater,Gas,Heating","Fence,Sunny,Laminateflooring,Tile,Eurowindows,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Tsarav+Aghbyur+St/Avan/Yerevan/21274,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Center, Aygestan 9 St",Yerevan, Center, Aygestan 9 St,1500.0,5674,1150,4,2,2,Other,3.2,Newly repaired,05.05.2016,17.12.2019,08.05.2022,40.1809727,44.5286298,"2А, Միքայել Չայլախյան փողոց, Կենտրոն, Երևան, 0025, Հայաստան","Heating,Gas,Hotwater,Air-conditioner,Electricity,water24/7,Water,Sewerage,Canalization","Openbalcony,Basement,Eurowindows,Tile,Parquet,Garage,Fireplace,Fence,Irondoor",https://myrealty.am/en/house-for-rent/Aygestan+9+St/Center/Yerevan/21272,0,,0,,,for rent,house,myrealty.am,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"Yerevan, Arabkir, Aygedzor St",Yerevan, Arabkir, Aygedzor St,1800.0,6329,330,4,2,2,Other,3.2,Newly repaired,05.05.2016,23.12.2019,08.05.2022,40.1914876,44.4997305,"33, Այգեձորի փողոց, Արաբկիր, Երևան, 0019, Հայաստան","Heating,Gas,Hotwater,Internet,Air-conditioner,Electricity,water24/7,Water,Sewerage,Canalization","Furniture,Equipment,Openbalcony,Eurowindows,Tile,Heatedfloor,Laminateflooring,Sunny,Garage,Fireplace",https://myrealty.am/en/house-for-rent/Aygedzor+St/Arabkir/Yerevan/21266,0,,0,,,for rent,house,bars.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Arabkir, Keri St",Yerevan, Arabkir, Keri St,8000.0,5962,1200,4,3,3,Stone,3.2,Newly repaired,04.05.2016,29.10.2019,08.05.2022,40.20076765,44.48667442,"49, Քեռու փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Balcony,Basement,Tile,Parquet,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Buildingexistence,Gate,Fence",https://myrealty.am/en/house-for-rent/Keri+St/Arabkir/Yerevan/21208,0,,0,,,for rent,house,myrealty.am,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Praha St",Yerevan, Center, Praha St,3000.0,5581,680,4,4,3,Stone,3.0,Newly repaired,04.05.2016,23.12.2019,08.05.2022,40.1753009,44.4925373,"36, Պրագայի փողոց, Կիլիկիա, Կենտրոն, Երևան, 0082, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Basement,Tile,Sunny,View,Bilateral,Roadside,Closetothebusstation,Garage",https://myrealty.am/en/house-for-rent/Praha+St/Center/Yerevan/21178,0,,0,,,for rent,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1
